,location,Radius,covered_nodes,Total_nodes_covered
0,"[158.4591990908649, 538.4350525064889]",108.57214831405349,"['4348265101', '4348265105', '4348265107', '6573701501']",4
1,"[-515.509733807994, 332.7171445405111]",130.1950014699307,"['4348259319', '4348259324', '5280437314', '5280438428']",4
2,"[364.9765190559221, 440.43475376016363]",123.63441371984449,"['667357367', '668612331', '668672704', '4348259329', '4348259330', '6573701524']",6
3,"[418.111461149552, -211.80775469853205]",104.32068416897492,"['3215340464', '6568909594']",2
4,"[238.65837372047892, 2.328780390309829]",122.99644871020857,"['668672700', '5077600694', '7147944038']",3
5,"[-322.83654502869837, -846.802170511386]",107.47162888767775,"['668699188', '668699193']",2
6,"[660.0817215502149, 83.78309374455425]",114.41799386976781,"['667357403', '667357405', '667357407', '667357409']",4
7,"[354.2857659614047, 889.6172521059867]",94.57177784321341,['9169143592'],1
8,"[246.15031103627703, 741.1627835479021]",104.04835142197854,"['668612391', '4348265098']",2
9,"[724.0405190987736, -444.1929131967186]",117.32287797708624,"['667357383', '668660560', '5879215623', '5879215625', '5879215634']",5
10,"[38.86941643001046, 568.9673842508346]",117.15399904832611,"['4348265105', '6573701501', '6573701505']",3
11,"[409.3303583782016, -32.794893220236645]",126.31827351100002,"['667357352', '3215340464', '5077600694', '6568909595', '6785961658', '7147944038']",6
12,"[763.8420775474447, -69.18224395660553]",112.63847552923227,"['667357392', '667357401']",2
13,"[373.35711063074825, -352.44861836465066]",103.48314773773714,"['667357325', '667357382', '5366445105', '6568909594', '8666700466']",5
14,"[697.9142425360717, 360.61826220756774]",129.64689284647483,"['667357412', '667357419', '4348259335', '4348259340', '4348259341', '7265460758', '9169143586']",7
15,"[288.3952020836348, -298.7437078386569]",93.25879670820201,"['667357325', '6568909593', '6568909594', '6573854574', '8666700466']",5
16,"[227.43971657617354, -811.8386892790579]",121.14326964941718,"['668699237', '6627410440', '6627410442']",3
17,"[278.11870080803055, -137.1479949420318]",92.46249585782176,"['3215340463', '6568909595']",2
18,"[-80.30889117484313, -25.79454148405636]",131.04072068493142,['6583550560'],1
19,"[-317.3149204277275, 223.3976523207884]",128.64669683292473,"['668672574', '4348259294', '5280437313', '5280437314', '6571330023']",5
20,"[4.20584232642841, -838.6256163711702]",109.36013108902753,"['668699242', '6435688924']",2
21,"[642.6707048143255, -124.65521719354214]",116.98412239014897,"['667357392', '6576461331', '8675266535']",3
22,"[196.2160576172173, 360.2789574698545]",131.18166568853533,"['668672704', '4642960968', '5366445082', '5366445085', '5584937649', '5584937650']",6
24,"[-145.0780800829424, 454.94562109422094]",147.9457118659045,"['667357348', '667357359', '667357361', '668478124', '668672699', '4348259297', '4348259298', '6571330021']",8
