,location,Radius,covered_nodes,Total_nodes_covered
0,"[-186.29074904080508, -638.7271757427845]",388.1953297875674,"['267196276', '5809063036', '5809063039', '5809063041', '5809063044', '5809063051', '5809063053', '6666318646', '6666318662', '6688997546', '7950461273', '9859979938']",12
1,"[1867.3623845173374, -1864.0645274465733]",389.48546882749525,"['910451127', '910451285', '1275190686', '1275190695', '1275190697', '1275190705', '1275190711', '1275190730', '1275190732', '1275190824', '1275190872', '1275190881', '1275190921', '1275190943', '1803593359', '1803593360', '1803593363', '1803593370', '1803593375', '1803593380', '1803593387', '2957312609', '2957312610', '2957312611', '2957312614', '2957312619', '2957312620', '2957312628', '2957312629', '2957312631', '2957312848', '2957312853', '2957312860', '2957312863', '2957312865', '2957312866', '2957312872', '2957312878', '2957312881', '2957312882', '2957312893', '2957312895', '2957312896', '2957312902', '3424244069', '9713020329', '9857504420', '9857504434', '9857504435', '9858001029', '10649389964', '10649389985']",52
2,"[-1131.1008692536552, 1382.1945485160227]",353.3051624286223,"['267251007', '267259245', '267259246', '395135071', '395135085', '395135093', '562591570', '562591601', '1191294788', '1191294802', '1191294813', '2592537503', '3661513068', '3661513070', '3661513071', '4808285378', '6436650499', '6437796362', '6437796363', '6437796366', '6437796368', '6437796374', '6437796376', '6552977584', '7223006823', '7223006825', '7223006826', '7223006828', '7232925569', '7232925570', '9179118868', '9179118871', '9179118876', '9843958838', '9857860406', '9857860410', '9857860415', '9857874021', '9859502221', '9859502222', '10262310953', '10262310954', '10262310959', '10262310960', '10262310962', '10262310963', '10262310964', '10262310965', '10262310966', '10262310971', '10262384319', '10262384320', '10262384321', '10262384322', '10262384323', '10262384324', '10262384325', '10262384326', '10262384332', '10262384333', '10262384336', '10264255632', '10264255633', '10264255634', '10264255635', '10264255636', '10264255640', '10264255643', '10264255644', '10264255645']",70
3,"[-1908.2122660103964, 30.27504368971674]",373.03472690861696,"['267259251', '267259278', '267259325', '267259426', '267259433', '267259435', '267259436', '267259438', '267259442', '267259450', '5483954444', '5483954459', '5561975423', '5561975424', '5561975427', '6436821126', '6720393087', '9794237532', '9794237533', '9794237537', '9843555988', '9843555989']",22
4,"[-1568.37224982193, -2002.9446495858642]",405.2921523206317,"['301037181', '301037183', '301037185', '433484632', '563662816', '563662817', '563662820', '943830669', '943830678', '943830836', '943831086', '943831448', '943831779', '943831841', '6657443547', '6657443548', '6657443554', '6657443558', '6657447293', '6657447335', '6657447369', '6657447375', '9852864658']",23
5,"[-1713.2204473300646, 648.4760727605416]",359.87656670892943,"['267249900', '267249902', '267249903', '267249905', '267249911', '267249912', '267249914', '267249915', '267259248', '267259252', '267259255', '267259283', '267259287', '267259291', '267259322', '267259325', '562615475', '1271972179', '5345583360', '5485189721', '5802016585', '5802016591', '5802016594', '6351713174', '6436625363', '6436625369', '6436685290', '6436685291', '6436685292', '6436685293', '6436685294', '6436685298', '6436685299', '6436821125', '6531655534', '6720393130', '6720393131', '9743073673', '9794237532', '9794237534', '9794237535', '9794237549', '9794237551', '9843555974', '9843555975', '9843555976', '9843555977', '9843616380', '9843616381', '9843616382', '10198906978', '10198906991', '10262239803', '10262376350', '10262376351', '10262376352', '10262376355', '10264640742', '10264741988', '10264741989', '10264764670', '10264764673']",62
6,"[49.42600483657365, 1946.8309976836845]",362.91461487498134,"['249783257', '249783316', '267198390', '267198392', '458640642', '938409400', '1849573429', '1869716916', '1869716945', '5681296951', '5681296953', '5681296954', '5681296956', '5681296958', '5681321306', '5681321307', '6439020983', '6439021689', '6439021690', '6439021695', '9860744485']",21
7,"[-923.2253344284705, 1982.4968484310516]",340.33828611495306,"['450631313', '450631428', '450639343', '1376300238', '1666858658', '1763141108', '1763141111', '1763141112', '1763141115', '1763141116', '1763141117', '1763141118', '1763141120', '1763141121', '1763141123', '1763141124', '1763141125', '1869716959', '2967264854', '2967264858', '2967264859', '2967264860', '2967264862', '2967264865', '2967264866', '2967264868', '2967264876', '3177903051', '6439164655', '6439164658', '6439164662', '9179109962', '9179109963', '9179109964', '9179109965', '9179109967', '9843216014', '9843218529', '9873677619', '9873677620', '9873677621', '9873677622', '9873677623', '9873677650', '9873677660', '9874283606', '10617616678', '10617616680']",48
8,"[-519.7423096380436, -1177.722564576401]",391.31322133677514,"['267197876', '267197883', '267197887', '267197888', '267197891', '267197893', '267197897', '943830889', '943831487', '3745741954', '3745741975', '3745741999', '5809063036', '5809063039', '5809063041', '5809063044', '5809063051', '5809063053', '6657547756', '6666318662', '6666318680', '6666318682', '6666377304', '6681148297', '6681148370', '6688997546', '7086574350', '9859986618', '9859986619', '9861689345', '9861689346', '9861689349', '10274753529']",33
9,"[1476.3190348664532, 128.53614420056965]",394.0819134746303,"['910549492', '938622410', '939091136', '1524386736', '1524386740', '2431986201', '2431986204', '2431986210', '5420052304', '6569715497', '6702715394', '6702715395', '6702715407', '6738525668', '6738525669', '6738525673', '6738525675', '6738525676', '6738525681', '6738525682', '6738525683', '6738525684', '6738533685', '6738533686', '6738533701', '6738533703', '9006449720', '9179109922', '9179109924', '9179109926', '9179109928', '9179109930', '9189043484', '9865371356', '10536374287', '10536374288', '10603883041', '10603883042', '10603883043']",39
10,"[-1572.4504400798417, -611.4012013493464]",386.43706898539403,"['267196344', '267196357', '267609602', '2729066760', '3644091680', '3644198790', '6485009721', '6485009727', '6657447387', '6657447390', '6657447410', '6657447421', '7309995823', '7309995824', '8750357804', '8750357805']",16
11,"[-2.2416870581889015, 1062.006467565455]",373.9521466354854,"['249782331', '249782337', '249783291', '249783293', '267247456', '267250973', '267250978', '267251576', '267251598', '939091064', '939091123', '1309626444', '1309626482', '1762944960', '1762944963', '1762945073', '1869716862', '2431986256', '2592537501', '3504623687', '3504623688', '3504623690', '3744502766', '3744502776', '4398506629', '5434483919', '5434484027', '5434484031', '5434484032', '5434484033', '5434484044', '5434484049', '5434484052', '5434484056', '5681450581', '5681450601', '5681450605', '5792664578', '5809063021', '5809063022', '6437715963', '6437715964', '6637358436', '6637358439', '6649221978', '6649221979', '6649221980', '6738488031', '6758692739', '6758692740', '9195108424', '9195136047', '9195140172', '9234696672', '10246421063', '10246421064']",56
12,"[865.0392419300966, 162.653926678899]",390.8414323271634,"['267075194', '267197815', '267197829', '267197832', '883993802', '1309626385', '1309626391', '1309626400', '2431986232', '3743678685', '6153253285', '6153253286', '6153253304', '6153253305', '6153253307', '6153253308', '6702715261', '6738363906', '6738363907', '6738363908', '9179109917', '9179109922', '9179109926', '9179109930', '9865371356', '9865442876', '9910793804', '9910793805', '10255194168']",29
13,"[-1760.5585454722438, 1576.0752092853454]",347.11147921128116,"['345234446', '345234450', '345234453', '345234460', '562591515', '562591519', '562591572', '943560066', '943560313', '943560427', '1802525711', '1869899442', '2431986321', '2592537508', '2592537510', '2592537518', '2715812712', '4231821247', '4231821248', '6437796361', '6437796362', '6437796363', '6437796364', '6437796365', '6437796366', '6437796368', '6437796369', '6437796370', '6437796371', '6437796372', '6437796375', '6437796376', '6437796377', '6437796378', '6437796379', '6437796380', '6437796381', '6437796382', '6437796383', '6437796384', '6437797485', '6437797486', '6437797487', '6437797488', '6437797489', '6437797491', '6437797496', '6439049451', '6553019761', '6553019762', '6553019763', '6553019768', '6576464200', '6576464201', '6576464203', '6576464204', '6576464207', '6576464208', '6576464209', '7247334403', '7274125613', '9843212114', '9843224224', '9843224225', '9843283761', '9843283763', '9843283764', '9843353234', '9843353235', '9843353236', '9843353239', '9843353240', '9843353248', '9843353249', '9843524739', '9843579523', '9843579524', '10262239775', '10262239779', '10262239780', '10262239781', '10262239784', '10262239785', '10262384348', '10262384349', '10274798175']",86
14,"[-38.13529869810154, -1674.2464655859958]",392.06266324097163,"['267197844', '267197860', '267197863', '267197867', '267197868', '267197869', '267197870', '267197874', '938641806', '943830439', '943830590', '943830751', '943830889', '943830930', '943831433', '943875795', '943875896', '3007872794', '3642434617', '3745729192', '3745729200', '3745729203', '6666318682', '6666377304', '6680820021', '6680820027', '6680820028', '6680820032', '6689054563', '6689054569', '9712983485', '9712983488', '9713020378', '9713020379', '9859986593', '9860259236', '9990228459']",37
15,"[231.5990960907022, 1540.9617746024992]",371.0886741429719,"['249782331', '249783257', '267198390', '267247451', '267247452', '267247454', '267247456', '267247460', '267247462', '458640643', '883993784', '939091064', '939091123', '1762944963', '1869716862', '1869716916', '3744502776', '9179112452', '9234696672', '9857987460', '9874317357', '10239800530', '10685759181', '10685759183']",24
16,"[-1738.2931883805545, 1120.8210692325788]",353.37844080008756,"['267249902', '267249903', '267249905', '267249911', '267249912', '562615475', '943560121', '943560221', '1271972179', '3546111763', '4231821247', '4231821248', '5345583360', '6351713174', '6436685290', '6436685291', '6436685292', '6436685293', '6436685294', '6436685298', '6436685299', '6531655529', '6531655534', '7274125613', '9743073669', '9743073670', '9743073672', '9743073673', '9743073674', '9794237542', '9794237543', '9794237549', '9794237551', '9843486079', '9843486080', '9843524735', '9843524739', '9843554406', '9843554407', '9843554408', '9843554412', '9843554413', '9843554416', '9843579517', '9843579518', '9843579519', '9843579523', '9843579524', '9843579525', '9843579526', '9843579527', '10225136820', '10262211493', '10262211494', '10262211495', '10262211496', '10262211497', '10262211498', '10262211499', '10262211500', '10262211501', '10262211504', '10262211508', '10262239775', '10262239776', '10262239777', '10262239778', '10262239779', '10262239780', '10262239781', '10262239782', '10262239783', '10262239784', '10262239785', '10262239804', '10262239805', '10262290109', '10262290110', '10262290112', '10262290113', '10262376350', '10262376351', '10262376352', '10262376355', '10262384348', '10262384349', '10264741988']",87
