,location,Radius,covered_nodes,Total_nodes_covered
0,"[997.1349279289016, 1071.5477651649708]",353.95182486730465,"['249786899', '249786900', '249786902', '267249940', '267249941', '267249943', '267249944', '786590742', '883993786', '883993801', '883993861', '883993865', '883993866', '939091163', '1563326538', '1563326544', '1563326545', '1563326768', '2946891534', '2946891543', '2946891545', '4446907054', '4446907055', '5343340988', '5343340989', '5343358483', '5343358484', '5343358485', '5343358486', '5343358489', '5343358490', '5343358491', '5415676327', '5415676369', '5415676370', '5415676371', '5415676373', '5487856795', '5487856796', '5487856797', '5487856800', '6153249679', '6153249680', '6205474875', '6437479876', '6576363378', '6576363379', '6576363381', '6576363383', '6576363384', '6576363386', '6576363387', '6576363388', '6576363389', '6576363390', '6576363391', '6576363395', '6576363396', '6576363400', '6576363401', '6642442157', '6642442162', '6642442163', '6642442164', '6642442168', '6657301005', '6702715300', '6702715341', '6702715356', '9179059989', '9179112433', '9179112434', '9179112441', '9212659809', '9857987478', '9857987481', '9859541734', '9865330353', '9865579987', '9865678548', '9872727149', '10254839126', '10254839127', '10254839128', '10254839129', '10254839130', '10254839131', '10254839132', '10254839133', '10254839134', '10255323278', '10255323279', '10255323280', '10255323281', '10255351845', '10598553180', '10598553181', '10598553182', '10605918096', '10605918097', '10605918099', '10605918102', '10610799728']",103
1,"[1488.1469184553955, 12.695715174503789]",352.98408168460725,"['910549492', '938622410', '938622665', '939091136', '1524386723', '1524386736', '1524386740', '2431986201', '2431986204', '2431986210', '4333487323', '5420052304', '6569715497', '6702715394', '6702715395', '6702715407', '6717668070', '6738525668', '6738525669', '6738525673', '6738525675', '6738525676', '6738525681', '6738525682', '6738525683', '6738525684', '6738533685', '6738533686', '6738533701', '6738533703', '9006449720', '9179109924', '9179109926', '9179109928', '9189043484', '9865388958', '10536374287', '10536374288', '10603883041', '10603883042', '10603883043']",41
2,"[-289.2736078903212, 586.7380694190367]",346.1954557871551,"['267196337', '267250981', '267251574', '267251575', '267251576', '267251581', '267251586', '2431986249', '2431986256', '4231387109', '5432771962', '5434483908', '5434484027', '5434484032', '5434484033', '5434484041', '5681450591', '5681450592', '5681450599', '5681450605', '5792664578', '5792664579', '5792664580', '5792664581', '5809063021', '5809063022', '9195108424', '9195136047']",28
3,"[-32.838643725003585, 123.63290715993423]",344.08553927781776,"['249786848', '267196320', '267196336', '267196337', '267196340', '1762989517', '1762989545', '1762989550', '3742418043', '5681450592', '5681450598', '6436172961', '6436172963', '6666317455', '6666317458', '6702699408', '6702715205', '6702715292', '6702715318', '6702715319', '6702715320', '6702715325']",22
4,"[-118.70531021476219, -1651.0228048726522]",336.82096203045336,"['267197860', '267197867', '267197868', '267197869', '267197870', '938641806', '943830439', '943830751', '943830889', '943830930', '943831433', '943875896', '3642434617', '6666318682', '6666377304', '6680820021', '6680820027', '6680820028', '6680820032', '9712983485', '9712983488', '9713020378', '9713020379', '9859986593', '9990228459']",25
5,"[1551.5438660473005, 1393.242580166252]",343.0408776590791,"['1668978746', '1669002238', '1669002239', '1669002240', '1669002247', '1669002253', '1763009595', '1763009606', '1763009614', '1763009627', '2431986306', '6437479876', '6437748663', '6542094518', '6542094519', '6542094520', '6542094521', '6657301006', '6657301007', '6683376542', '9179060011', '10619784706', '10619784708', '10619784709']",24
6,"[1056.6142286469785, 531.0667901629223]",350.357165721207,"['249786899', '249786900', '249786902', '267197829', '267197831', '267197832', '267249940', '267249941', '267249943', '267249944', '939091163', '1803594526', '1869899432', '2431986232', '3743678685', '4446907053', '4446907054', '4446907055', '5415676327', '5415676331', '5487856795', '5487856796', '5487856797', '5487856800', '6153249679', '6153249680', '6153253285', '6153253286', '6153253303', '6153253304', '6153253305', '6642442162', '6642442163', '6642442168', '6702715300', '6702715356', '6738363906', '6738363907', '6738363908', '8475062198', '9865330353', '9865371356', '9865442876', '9865678548', '9910793804', '9910793805']",46
7,"[586.8532742338037, -2272.5568920192086]",349.53138076897915,"['308890954', '938641807', '1524384380', '1524384434', '1749427727', '1749427731', '1749433809', '1749433811', '1749433812', '1803830121', '1803830123', '1803838865', '1870091878', '2506020980', '2506020998', '3746076232', '3746076234', '3746138584', '3746138585', '3746138588', '3746138603', '3746138615', '3746138621', '3746138624', '3746139127', '3746139134', '3746139139', '3746139140', '3746139147', '3746139150', '3746139155', '3746139156', '3746139160', '3746139161', '3746139166', '3746139172', '6435912378', '6435912379', '6538750821', '6538759441', '6538759450', '6854465823', '6854465826', '9713020387', '9713020388', '9713020400', '9794249874', '9794249875', '9860083103', '10548781943', '10548781946', '10548781947']",52
8,"[-1582.0298587660577, -1763.7276916429585]",349.35255382222806,"['301037181', '301037183', '301037185', '433484632', '563662816', '563662817', '563662820', '563662821', '943830678', '943830836', '943831841', '6657443547', '6657443548', '6657443554', '6657443558', '6657447293', '6657447335', '6657447369', '6657447375', '9852864658']",20
9,"[1389.7318957168593, -1521.1921508438809]",361.02643384039357,"['267197975', '267197976', '1275190679', '1275190699', '1275190705', '1275190711', '1275190712', '1275190714', '1275190715', '1275190804', '1275190833', '1275190850', '1275190874', '1275190881', '1275190921', '1275190922', '1275190943', '1275190978', '1275190992', '1309626316', '1309626320', '1309626321', '3424244066', '3424244069', '3746076254', '3746076255', '5301832647', '5301832652', '5301832653', '5301832658', '5301832659', '5301832664', '5301832665', '5301832669', '6174545399', '6174545401', '6436818685', '6660387390', '6660387391', '6660387392', '6660387393', '6660387394', '6726448621', '6734562869', '6734562873', '6979349037', '9712983491', '9712983494', '9712983498', '9712983513', '9713020329', '9713020332', '9857393930', '9857393931', '9857393932', '9857393933', '9857393937', '9857393938', '9857393939', '9857393941', '9857393942', '9857393944', '9857393945', '9857393947', '9857744896']",65
