,location,Radius,covered_nodes,Total_nodes_covered
0,"[942.8194332020341, 1501.1767910907977]",219.01960129783353,"['1990860600', '4348259329', '4348259331', '4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '5366445082', '5584937650', '6573701501', '6573701524', '667357367', '667357421', '668612331', '668672704']",16
1,"[617.5975632724102, 1431.8589692233934]",220.24564443309265,"['4348259298', '4348265105', '4348265107', '5366445085', '5366445092', '6573701505', '667357361', '668672699']",8
2,"[213.85457137913033, 1350.7149269700888]",221.29349383721907,"['4348259319', '4348259324', '5280437313', '5280437314', '6571330021', '6571330022', '6571330023']",7
3,"[587.4648699231092, 120.51585777312563]",204.35820012693446,"['6435688923', '6435688924', '668699193', '668699234', '668699237', '668699242']",6
4,"[958.6556121445778, 365.27749620190434]",205.4060119408145,"['5879215641', '5879215642', '5879215643', '5879215644', '5879215645', '5879215650', '6495983054', '6495983060', '6568909609', '6627410440', '667357309', '667357310', '667357311', '667357317', '667357368', '668699249']",16
5,"[1070.9462241009742, 1585.0045523610638]",218.65531073679438,"['1990860600', '4348259325', '4348259329', '4348259331', '4348259333', '4348265098', '4348265099', '4348265101', '6572115060', '6573701524', '667357421', '668612331', '6786321691']",13
6,"[1169.4867140329407, 459.21021609434723]",196.38415139885385,"['5879215634', '5879215641', '5879215642', '667357368', '667357382', '667357385', '667357387', '668685375', 'cluster_5879215623_5879215625']",9
7,"[1281.5256742727966, 1242.6847865834882]",215.21222883735004,"['2055461155', '4348259327', '4348259340', '4348259341', '4369058864', '5882320075', '667357405', '667357409', '667357412', '667357415', '667357419', 'cluster_4348259335_7265460758']",12
8,"[1195.0360037239773, 953.6072209923625]",211.6470985712875,"['2055461155', '6576461331', '667357392', '667357401', '667357405', '667357407']",6
9,"[903.2781759480298, 674.4246728053436]",208.4774680350942,"['3215340463', '5366445105', '5879215643', '6568909593', '6568909594', '6568909595', '6568909609', '6573854574', '667357317', '667357318', '667357325', '667357326', '667357382', '668699249']",14
10,"[533.8818319462208, 1121.1326587911467]",217.54508656798356,"['245674992', '4348259295', '6583550562', '668672574']",4
11,"[797.1634735776172, 882.3921129198167]",212.5342917727667,"['3215340463', '5077600694', '6568909593', '6568909595', '6573854574', '6583550562', '667357326', '667357330', '668672700', '7147944038']",10
12,"[914.4257047557179, 243.6424993471128]",204.34848711556387,"['5879215644', '5879215645', '5879215650', '6495983054', '6495983060', '6627410440', '6627410442', '667354765', '667357309', '667357310', '667357311', '668660548', '668699237']",13
13,"[929.9206323310506, 1190.140591767402]",216.3064398582873,"['4369058864', '5366445082', '5366445083', '5366445084', '5584937650', '667357367', '668672704', '7147944038', 'cluster_668620092_7147944044_7147944046']",9
14,"[1268.6560364394936, 716.0830807943855]",202.59096464382952,"['6576461331', '667357383', '667357385', '667357387', '667357392', '667362347', '668685380']",7
