,location,Radius,covered_nodes,Total_nodes_covered
0,"[921.3721188698455, 1629.8177218396954]",126.25584281424194,"['4348265098', '4348265099', '667357421', '668612331']",4
1,"[961.7319469326555, 1034.2821871954]",138.94867976058467,"['5077600694', '7147944038', 'cluster_668620092_7147944044_7147944046']",3
2,"[990.0323103503073, 863.2341457709471]",143.7417593579093,"['3215340463', '5077600694', '6568909595', '7147944038']",4
3,"[1360.0369592541704, 1112.3672167408665]",139.13185330880572,"['2055461155', '667357405', '667357409', '667357415']",4
4,"[771.0185578196199, 1522.9311415381992]",128.58305905269688,"['4348265101', '4348265105', '4348265107', '6573701501', '6573701505']",5
5,"[518.9464423372376, 1385.475537152673]",131.3313784752544,"['4348259298', '667357361', '668672699']",3
6,"[390.62441173761516, 1218.3081507459774]",134.29028757750274,"['245674992', '4348259295', '6571330023', '668672574']",4
7,"[645.477762578055, 1222.8364564084754]",132.3154309880093,['5366445092'],1
8,"[551.8531405251601, 1048.0371923584169]",137.28398949123746,[],0
9,"[786.9779322745251, 163.0134705283665]",151.61614709722713,"['6435688923', '6435688924', '6627410440', '6627410442', '668699237']",5
10,"[832.1317542032845, 1349.805977399807]",129.47404965095816,"['5366445082', '5366445085', '5584937650', '668672704']",4
11,"[954.0411832793798, 1211.0984961427162]",129.58708337112137,"['5366445082', '5366445083', '667357367', 'cluster_668620092_7147944044_7147944046']",4
12,"[1041.8936838874445, 209.67655573056538]",147.67570160695377,"['5879215641', '5879215644', '5879215645', '5879215650', '667354765', '667357309', '667357310', '667357311', '668660548']",9
13,"[631.5343612187427, 1450.8075874376298]",130.07898004966052,['5366445092'],1
14,"[1169.1842588272968, 1051.721133274963]",138.16019361534813,"['2055461155', '4369058864', '667357405', '667357407']",4
15,"[1268.0963152369116, 524.4809062064372]",145.17451197433556,"['5879215634', '667357383', '667357387', '668685375', 'cluster_5879215623_5879215625']",5
16,"[1014.8038819565097, 1450.2317591242543]",129.04864149184388,"['4348259329', '4348259331', '4348265099', '6573701524', '667357367', '668612331']",6
17,"[537.9959631150175, 102.13333201718294]",153.1817620118623,"['668699234', '668699242']",2
18,"[133.49222821902575, 1277.1305735283338]",134.53145338854262,"['4348259319', '4348259324', '5280437313', '5280437314']",4
19,"[1304.8774785450366, 773.9280525537436]",136.31187493739282,"['6576461331', '667357392', '668685380']",3
20,"[343.70447615379874, 1380.7536873208774]",131.8260379786046,"['6571330021', '6571330022']",2
21,"[1097.5495882512696, 703.1308748993945]",146.0313940284736,"['5366445105', '6568909594', '667357382', '667357385', '667362347']",5
22,"[1243.445377208807, 1332.5505659738096]",132.75710240337182,"['4348259327', '4348259340', '4348259341', '5882320075', '667357412', '667357419', 'cluster_4348259335_7265460758']",7
23,"[900.6705943850511, 595.8888731515926]",147.11346012978842,"['5879215643', '6568909593', '6568909594', '6568909609', '6573854574', '667357317', '667357318', '667357325', '668699249']",9
24,"[1127.9681617140584, 1247.7590715040124]",133.1504226235417,"['4348259327', '4369058864', '5882320075', '667357412']",4
25,"[724.5351834780613, 924.4747491842277]",140.95645213197096,"['6583550562', '667357330', '668672700']",3
26,"[1157.8522865477078, 1540.2027477696106]",127.54327883398187,"['1990860600', '4348259325', '4348259331', '4348259333']",4
27,"[767.8871932856916, 748.2982199288188]",144.14144291999304,['667357326'],1
28,"[1056.3311435177734, 1698.4293383758527]",124.8844262581514,"['6572115060', '6786321691']",2
29,"[804.4142215482036, 1104.2744712254573]",130.98108540327325,"['5366445083', '5366445084', '6583550562', '668672700']",4
30,"[1260.5660197110942, 910.5392252093579]",143.82226047008027,"['6576461331', '667357392', '667357401', '667357405', '667357407']",5
31,"[1078.7448357175388, 424.0517457860135]",146.82099806675538,"['5879215642', '5879215643', '667357368', '668699249']",4
32,"[824.3901525180293, 367.51653885635795]",142.33787540282967,"['6495983054', '6495983060']",2
