,location,Radius,covered_nodes,Total_nodes_covered
0,"[996.0296250763524, 1733.2564384773743]",129.35177120544174,['6572115060'],1
1,"[728.0352098918381, 1286.0201130165674]",135.5065607252324,"['5366445085', '5366445092', '5584937650']",3
2,"[779.6861579481783, 681.728542057111]",150.21480165524775,"['6568909593', '6573854574', '667357318', '667357326']",4
3,"[338.8794063218843, 1386.1622237309361]",134.59013898550887,"['6571330021', '6571330022']",2
4,"[1213.607538160117, 497.57254513272466]",153.2175279838378,"['5879215634', '667357368', '667357385', '667357387', '668685375', 'cluster_5879215623_5879215625']",6
5,"[1069.3537531055988, 1119.5959634485373]",143.07816817707197,"['4369058864', 'cluster_668620092_7147944044_7147944046']",2
6,"[1325.3520378814555, 712.9641104890475]",150.36279249717768,"['667357383', '667357387', '668685380']",3
7,"[546.7097177940195, 76.87403078333993]",162.17248113452357,"['668699193', '668699234', '668699242']",3
8,"[1165.7678382070178, 795.7369346853]",148.7874284227044,"['6576461331', '667362347']",2
9,"[933.8104443148618, 1583.2023208157489]",136.4440082977217,"['4348265098', '4348265099', '4348265101', '6573701524', '667357421', '668612331']",6
10,"[957.4886234228908, 178.21787225393652]",146.9570927309992,"['5879215645', '5879215650', '6627410440', '6627410442', '667354765', '667357309', '667357310', '667357311', '668660548']",9
11,"[1271.8012921896627, 1234.5394394902626]",140.76702437242685,"['2055461155', '4348259340', '5882320075', '667357409', '667357412', '667357415', '667357419']",7
12,"[1357.9670840912563, 994.2882065546095]",145.50086936415923,"['2055461155', '6576461331', '667357392', '667357401', '667357405', '667357407']",6
13,"[927.3722445136024, 458.1010073272299]",154.80677223868608,"['5879215642', '5879215643', '6495983054', '6495983060', '6568909609', '667357317', '667357368', '668699249']",8
14,"[1082.5296612312306, 1378.2669179921586]",138.8984318294661,"['4348259327', '4348259329', '4348259331', '667357367']",4
15,"[1035.2430310048646, 329.6103054097245]",155.98995655506064,"['5879215641', '5879215642', '5879215644', '5879215645', '5879215650', '6495983054', '667357309', '667357310', '667357311']",9
16,"[1152.1063216540874, 993.2728808922275]",145.1347098008508,"['667357405', '667357407']",2
17,"[858.4037463937885, 1073.3015148264185]",140.726410709043,"['5077600694', '5366445083', '5366445084', '668672700', '7147944038']",5
18,"[582.8988573455393, 1356.9499369958799]",132.4181217231808,"['5366445092', '667357361', '668672699']",3
19,"[1041.396839203875, 675.3866516558735]",148.39569069634783,"['5366445105', '6568909593', '6568909594', '6573854574', '667357325', '667357382', '667357385', '667362347']",8
20,"[607.4417628109364, 1118.8030175109302]",138.02519673495152,['6583550562'],1
21,"[565.8849669749712, 1497.9288299491186]",132.75033022615915,"['4348259298', '667357361']",2
22,"[397.02048430989026, 1227.5437134470944]",135.461293270235,"['245674992', '4348259295', '6571330022', '6571330023', '668672574']",5
23,"[133.51735979520484, 1266.6111057439225]",136.26154737606865,"['4348259319', '4348259324', '5280437313', '5280437314']",4
24,"[928.848226325755, 1318.476292958844]",136.86870807848638,"['5366445082', '5584937650', '667357367', '668672704']",4
25,"[903.8634270701156, 886.6486092076624]",146.58758142911543,"['3215340463', '5077600694', '6568909595', '7147944038']",4
26,"[786.1576671225752, 1521.6980854260405]",134.58957804619524,"['4348265101', '4348265105', '4348265107', '6573701501', '6573701505']",5
27,"[1102.3908316808115, 1640.4523495242295]",136.8334409429724,"['1990860600', '667357421', '6786321691']",3
28,"[1199.776350325515, 1439.7636402380235]",134.4047336688281,"['4348259325', '4348259327', '4348259331', '4348259333', '4348259341', '667357419', 'cluster_4348259335_7265460758']",7
29,"[754.9610977604541, 215.02605071732384]",159.6792731705149,"['6435688923', '6435688924', '6627410440', '6627410442', '668699237']",5
30,"[652.172309881571, 916.0094052541831]",143.42433482194025,"['6583550562', '667357330']",2
