,location,Radius,covered_nodes,Total_nodes_covered
0,"[-695.5601442436825, -83.77415310846919]",143.86643082674263,"['564483317', '3635907914', '4233524626', '4233524630', '4233524633', '4233524637', '4233524638', '4233524644', '4233524647', '4233524652', '4233524656', '4233524657', '4233524660', '9835164854', '9835164855']",15
1,"[232.8462205235385, -11.568274402261011]",139.90684752951347,"['301037251', '301037262', '3636291416', '3636291419', '3636291422', '5006266347', '5006266348', '6657266347', '9865685167', '9867211682', '9867231161', '10030780617', '10049616472', '10049616475']",14
2,"[-773.5055517034889, -185.73238729293882]",147.2835623395437,"['3635907929', '3635907930', '3635907938', '4233524626', '4233524630', '4233524633', '4233524637', '4233654570', '4233654579', '9835190659', '9835190693', '10030780660']",12
3,"[-965.403922902155, -14.21177030819278]",151.6392768318591,"['3635907910', '3635907923', '4233524636', '4233524639', '4233524641', '4233524648', '4233524655', '4233524665', '6095495876', '9835170457', '9835170466', '9835170474', '9835170475', '9835170489', '9835170498', '9835190696', '9835190697', '9835210428', '9835210429', '10049590723']",20
4,"[341.84258230723464, -223.44111988485506]",121.60360020453417,"['4233654504', '9852876993', '9865685167', '9867231161', '10030780645']",5
5,"[-30.96375936294669, 67.4935598473829]",157.33700649510757,"['6095470542', '6095470546', '10030780559', '10030780566', '10030780571', '10049647636', '10049647640']",7
6,"[560.3227856273201, -190.7074332059558]",128.4650023061094,"['2102480797', '4233524611', '4233524615', '4233524616', '4233524617', '4233524619', '4233524620', '4233654506', '4233654517', '4233654563', '9865685166', '10049664267']",12
7,"[450.2498659995521, -38.76686593931027]",127.26764690102078,"['2800415501', '2800415517', '2800415522', '4233524661', '5006266354', '5548736264', '5548736265', '5548736268', '5548736271', '9186468977', '9867211682']",11
8,"[829.3862284435118, -397.69662462459644]",145.3987184059192,"['2102480543', '4233524597', '4233524600', '4233524604', '4233524606', '4233524607', '4233524608', '4233524610', '4233654430', '4233654439', '4233654446', '4233654465', '4233654488', '4233654501', '4233654507', '4233654514', '9186411596', '10049664258', '10049664259']",19
9,"[-610.1659141285376, 311.46064575642276]",155.76280277190608,"['301037252', '301037253', '564483459', '564483461', '564483463', '4233527012', '4233527053', '4999072803', '6758737653', '9835218071', '10049590718', '10049590721', '10049646662']",13
10,"[670.2454500477129, -284.3153757259664]",139.6451939846786,"['2102480797', '4233524611', '4233524615', '4233524616', '4233524619', '4233524620', '4233654439', '4233654446', '4233654465', '4233654488', '4233654500', '4233654514', '4233654517', '4233654533', '4233654535', '4233654546', '4233654551', '4233654563']",18
11,"[78.55733999188209, -121.33637445106172]",138.89699364995207,"['301037251', '301037262', '3636291416', '5006266347', '5253345429', '9865511067', '9867267941', '10030780565', '10030780571', '10049647636']",10
12,"[869.5548062325106, 10.675397836370394]",189.42029438937908,"['2102480800', '2102480801', '2102480805', '2102480808', '4233524618', '4233524646', '4233524653', '4233524659', '4233524667', '9186411589', '10049605857', '10049605858']",12
13,"[-787.5615132380636, 114.58280844761454]",150.37944943948267,"['301037255', '564483317', '3635907904', '3635907910', '3636985377', '3636985378', '3636985385', '4233524647', '4233524648', '4233524655', '4233524656', '4233524657', '4233524660', '4233524665', '4233524684', '6380513447', '9835190696', '9835190697']",18
14,"[-470.20865866901016, 390.38975650420065]",168.69117674200112,"['301037252', '301037254', '473651125', '564483496', '564483517', '3055043752', '3178456078', '4233527012', '4233527014', '4233527016', '4233527043', '4233527053', '4233527073', '4233527074', '4233527081', '4233527085', '4999072803', '4999072804', '4999072807', '4999072808', '4999072816', '4999072817', '6758737650', '6758737653', '9835228889', '10049646662']",26
15,"[-351.20504912110624, 55.47926709551653]",159.70320347488737,"['3055043750', '3055043751', '4233524645', '9835121155', '9835121159', '9874250264', '10030780659', '10030782395', '10049605855', '10049766940', '10049766941']",11
16,"[203.3759379279563, -135.59308490416507]",112.40464763474282,"['301037251', '3636291416', '3636291419', '3636291422', '5006266347', '5253345429', '9865685167', '9867231161']",8
17,"[-247.19541744730103, 234.98932322751375]",167.94291954351246,"['3055043750', '3055043751', '3178456078', '4233524666', '4233527006', '4233527008', '4233527014', '4233527016', '4233527017', '4233527018', '4233527019', '4233527020', '4233527021', '4233527022', '4233527043', '4233527044', '4233527045', '5251925075', '9835121155', '9865522290', '10030782395', '10030782400', '10030782410', '10049646688']",24
18,"[214.5794684894106, -216.9239521931791]",125.8256112413564,"['4233654516', '4233654523', '9865685167', '9867231161', '10030780645']",5
19,"[802.6411461495958, -143.04860382566892]",166.56891570615093,"['2102480799', '2102480800', '2102480801', '2102480803', '4233524610', '4233524618', '4233524619', '4233524625', '4233524646', '4233654514', '4233654533', '4233654535', '4233654536', '4233654546', '4233654551', '4233654565', '9186411589']",17
20,"[446.013609940037, -354.33098520791793]",114.48071362445019,"['2102480576', '4233654441', '4233654463', '4233654471', '4233654478', '4233654485', '4233654504', '4233654506']",8
21,"[-119.57427412559595, -206.83072611777482]",134.83474202424435,"['9865511053', '9865731843', '10030780565']",3
22,"[-500.29764788970306, 101.44076934176195]",157.81778325779575,"['301037252', '564483459', '564483461', '564483463', '3635907914', '3636985386', '3636985389', '4233524645', '4999014151', '4999014152', '10049766940', '10049766941']",12
23,"[-74.95353683744722, 165.45023988707433]",112.16745059396925,['301037265'],1
