,location,Radius,covered_nodes,Total_nodes_covered
0,"[-858.8355953513485, 314.1944595254889]",141.1251134158678,"['65545423', '65545427', '65545447', '65665828', '1330035207', '2574077047', '2574077053', '2574077054', '2574077070', '2574077071', '2574077077', '2574077078', '2574077079', '2733190241', '2733190242', '6460227540', '6460227542', '6460228514', '6460228519', '7870980838', '7870980847', '7941128442', '7941128443']",23
1,"[318.7433926646728, -404.7411652047417]",142.12234389441434,['65543924'],1
2,"[-457.4669601825068, 534.7310224471172]",137.54855007262367,"['1758054026', '1758054044', '2048603388', '7940864980']",4
3,"[-1054.6237057842861, -229.77842519474194]",145.82545055528377,"['65422311', '65559217', '65565059', '3701906640', '4295590253', '4295590254', '4295590255', '4295590256', '4295590257', '4295590258', '4295590259', '4295590260', '4295590272', '4295590273', '4295590274', '4295590288', '4295590289', '4295590297', '4295590299', '4295590306', '6474223251', '6474223254']",22
4,"[167.69638081128826, 13.918991691773144]",142.3587149815073,"['65427080', '65427081', '65473412', '275515717', '340316006', '354784526', '354785189', '847423929', '3752867384', '4295505299', '6239344442', '6476777592']",12
5,"[-661.8834810190567, 100.77863481538452]",139.40314548354942,"['65559198', '65559205', '1707961574', '2574077098', '2986710323', '5714340749']",6
6,"[619.8732203194589, 236.13487141356612]",143.82703883353898,"['65484362', '354735610', '689512055', '689515525', '2572535781', '2572535782', '2572535785', '2572535787', '2572535788', '2572535789', '2572535790', '2572535791', '2572535792', '2572535793', '2572535794', '2572535795', '3997329598', '4891201082', '4891201084', '4891201116', '4891201117', '4891201118', '4891201119', '4912961826', '4912961827', '4912961829', '4912961830', '4912961839', '4912961840', '7322893435']",30
7,"[241.55853257876254, -220.729733107111]",141.24519125925764,['65427080'],1
8,"[227.4577008495269, -652.4391103649191]",142.68383048438042,"['256558465', '256566762', '256566854', '256566999', '256568153', '340333379', '4742742342', '4742742348', '4742742354', '4972966753', '5060845989', '5060845990', '5555811978', '5555811986', '5555811987', '6461239755', '6558675828', '6558675829', '6558675830', '7058931008']",20
9,"[-982.9284690540584, -690.1877592978308]",177.63476448976274,"['65528782', '314049419', '314055903', '1120952220', '1120952244', '1120952248', '1120952283', '1120952292', '1120952295', '1120952305', '1120952335', '1120952343', '1120952374', '1120952408', '1782366277', '1873984476', '5262835093', '5262835095', '5262835096', '6282025811', '6282025812', '6459925109']",22
10,"[433.4914990879689, -548.1147114248461]",143.94496652668235,"['65539592', '256558437', '256558465', '256558468', '340332218', '340332219', '340332226', '340332231', '340332240', '340333268', '354801007', '4972966753', '5555811978', '5555811982', '5555812015', '6212884661', '6332176273']",17
11,"[1297.0855928216574, -114.60981691817345]",144.40177981767908,"['65566622', '4912961668', '4912961669', '4912961671', '4912961672', '4912961673', '4912961678', '4912961680', '4912961681', '4912961682', '4912961683', '4912961685', '4912961686', '4912961687', '6107055087', '6108013635', '6108013638', '6292240725', '6293420761', '7730973334', '8221843041', '9384055059', '9384055070']",23
12,"[-441.8029915671069, -245.90901719972484]",139.205376823201,"['340331999', '462443355', '522263516', '522263721', '2217384936', '3124723316', '3124723319', '3124723320', '3124723321', '4675013242', '5555953356', '6332452080', '6332452082', '6502805184', '7848527013']",15
13,"[750.9227527819281, -529.6727353882421]",143.18557699600316,"['65392047', '65662175', '65675373', '2572379123', '2572379124', '2572379130', '2572379131', '3404860835']",8
14,"[-84.48402861086197, -83.57773357553936]",141.33885967598454,['8931150858'],1
15,"[46.99558382507765, -353.8477330600199]",140.22239114920376,"['256568484', '302116672', '340333584', '340333585', '344843223', '5648594174', '5648594175', '5648594208', '5648594214', '6538294581']",10
16,"[-390.1378151692914, 90.2598050639916]",140.77628522376264,"['65461960', '65682762', '65682860', '689476111', '1707961571', '1707961572', '1707961578', '1758054039', '7895480706', '7895480707']",10
17,"[-97.91181893198174, 364.794469906377]",137.76244722431645,"['65381218', '65381219', '314070856', '522263513', '689482700', '847436048', '847442370', '5326408949', '5326408950', '5326408966', '6412799444', '6412799445', '6412799450', '6412799451', '6760894087']",15
18,"[-479.83609650311956, 794.4668402580801]",135.35348823761456,"['314070304', '1758054068', '2393501800', '2393501810', '4913255762', '4913255765', '4913255766', '4913255770', '4913255779', '4913255786', '4913255791', '4913255798', '4913255799', '4913255800', '4913255801', '4913255802', '4913255803', '4913255806', '4913255807', '4913255808', '4913255809', '4913255810', '5209076490', '6575641447', '6575641449', '6575641456', '7183318060', '7204627936', '7204627937', '7295363008', '7295363009', '7295363010', '7295363011', '7295369836']",34
19,"[621.681239458044, -820.6645577183197]",142.4663411587914,"['65511122', '65511125', '65556654', '256568846', '287480632', '340333103', '340333270', '518824010', '2571160874', '2571160875', '2571160876', '2571160880', '2674894492', '3316594110']",14
20,"[859.9600650468477, 333.46601592077144]",150.12556077874902,"['65543380', '65586584', '287481892', '689512055', '847469490', '2572535773', '2572535774', '2572535775', '2572535776', '2572535777', '2572535782', '7882604625']",12
21,"[-519.9197776059599, 305.7336147389197]",139.72587838499246,"['65545431', '65545441', '2733190239', '2733190240']",4
22,"[-702.4527842056616, -205.86040515525005]",140.19648254434563,"['65565068', '65598495', '65598497', '689475473', '2572379209', '2572379215', '2572526524', '2572526529', '2572526533', '2572526535', '2572526539', '2572526550', '2572526554', '4913257361', '4913257363', '4913257368', '4913257374', '6319568651', '6319568653']",19
23,"[112.04602795643882, 1133.8496268134566]",160.30015881471343,"['689504503', '956661154', '3316594148', '3316594152', '3316594156', '3316594158', '3316594159', '3316594160', '3316594461', '3316594462', '3316594463', '6381968937', '6381968941', '6382001617', '6382004325', '6814758767']",16
24,"[206.28646953383566, 956.4147576412176]",159.78512383563654,"['262235786', '956661154', '4913255749', '4913255751']",4
