,Unnamed: 0,location,Radius,covered_nodes,Total_nodes_covered
0,0,"[-88.70432019270525, -850.6237486238236]",276.58019575095676,"['668699188', '668699193', '668699199', '668699237', '668699242', '6435688923', '6435688924']",7
1,1,"[25.899381893761884, 146.11162974810497]",268.7635988806031,"['245674992', '668672574', '668672700', '4348259295', '4642960968', '5366445083', '5366445085', '5366445091', '5366445092', '5366445093', '6583550560', '6583550562']",12
2,2,"[229.14742155091034, -116.03235496903565]",273.75189482830245,"['667357325', '667357326', '667357352', '668672700', '3215340463', '3215340464', '5077600694', '6568909593', '6568909594', '6568909595', '6573854574', '6583550560', '6583550562', '6785961658', '7147944038', '8666700466']",16
3,3,"[420.14980193282634, 732.5778704158953]",267.8246546081339,"['667357421', '668612331', '668612391', '1990860599', '1990860600', '4348259325', '4348259329', '4348265098', '4348265099', '6786321690', '6786321691', '9169143592']",12
4,4,"[-520.3284888693229, 293.2391272570908]",250.75136617579653,"['2081722939', '4348259319', '4348259324', '5280437313', '5280437314', '5280438428', '6571330023', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",12
5,5,"[-107.0564230700128, 371.0217585243073]",267.00749583341155,"['245674992', '667357348', '667357359', '667357361', '668478124', '668672574', '668672699', '4348259294', '4348259295', '4348259297', '4348259298', '4642960968', '5366445085', '5366445091', '5366445092', '5366445093', '6571330021', '6571330022', '6571330023', '7265473766']",20
6,6,"[543.167197112629, 38.50152203126838]",272.8738843603193,"['667357352', '667357392', '667357401', '667357403', '667357405', '667357407', '667357409', '667357412', '667357415', '667357416', '668620092', '2055461156', '3215340464', '4369058864', '5077600694', '5882320075', '6568909595', '6576461331', '6785961623', '6785961658', '7147944038', '7147944044', '7147944046', '8675266535']",24
7,7,"[222.88644811428003, 412.22256795396396]",270.7774226041065,"['667357367', '667357421', '668612331', '668620092', '668672704', '1990860599', '4348259329', '4348259330', '4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '4642960968', '5366445082', '5366445083', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650', '6573701501', '6573701505', '6573701524', '7147944044', '7147944046']",27
8,8,"[627.4249844945821, 472.71837005834436]",264.67814734492015,"['667357412', '667357419', '1990860599', '1990860600', '4348259325', '4348259327', '4348259328', '4348259329', '4348259330', '4348259331', '4348259332', '4348259333', '4348259334', '4348259335', '4348259340', '4348259341', '5882320075', '7265460758', '9169143586']",19
9,9,"[641.652525663867, -357.085439617365]",274.9227905446326,"['667357368', '667357382', '667357383', '667357385', '667357387', '668660560', '668685375', '668685380', '5366445105', '5879215623', '5879215625', '5879215634', '6576461331', '8675266535']",14
10,10,"[308.3459469898566, -617.2493875032497]",276.1189565024946,"['667357309', '667357310', '667357311', '667357317', '667357318', '667357325', '667357368', '668660548', '668660552', '668699237', '668699249', '5879215641', '5879215642', '5879215643', '5879215644', '5879215645', '5879215646', '5879215650', '6495983054', '6495983060', '6568909609', '6627410440', '6627410442', '8666700466']",24
