,location,Radius,covered_nodes,Total_nodes_covered
0,"[-1435.0993409821651, 14.67599816470739]",298.92231710131716,"['249791934', '267259251', '267259270', '267259274', '267259278', '267259328', '267259409', '267259412', '621248441', '1368046429', '1368046436', '5483954454', '5483954459', '5561975427', '5792664481', '5792664486', '5792664521', '6720393087', '6720393108', '6742341897', '6742341898', '9794237531', '9794237537', '10264640759']",24
1,"[734.2803255726683, -694.595144085172]",358.4261809633803,"['249786921', '249791377', '267075196', '314506006', '1309626362', '1309626365', '1873490489', '1873490492', '3007872805', '3007872806', '3007872810', '6436809844', '6643020576', '6643020577']",14
2,"[-1208.6772862149787, 1839.701576353112]",301.2670656353343,"['450631313', '562591570', '1869716959', '2592537503', '2592537506', '2592537520', '3177903049', '3177903051', '4234992496', '6439049449', '7223006826', '9713061604', '9713061606', '9843216008', '9843216009', '9843216010', '9843216011', '9843216013', '9843216014', '9843216016', '9843218522', '9843218523', '9843218526', '9843218529', '9843218532', '9843218543', '9843218548', '9843218550', '10617616680']",29
3,"[782.7988428787647, 1437.2105793183225]",329.05320498423384,"['883993784', '883993786', '883993801', '883993861', '883993865', '883993866', '1763009596', '2946891534', '2946891543', '2946891545', '2946891547', '2946891549', '2946891550', '5343358483', '5343358484', '5343358486', '5343358489', '5343358490', '5343358491', '6205474875', '6437643222', '6437643223', '6438027823', '6438027824', '6576363382', '6576363383', '6576363384', '6576363386', '6576363387', '6576363388', '6576363389', '6576363390', '6576363391', '6576363392', '6576363393', '6576363394', '6576363395', '6576363396', '6576363398', '6576363399', '6576363400', '6576363401', '9179059988', '9179112454', '9857987475', '9857987478', '9857987481', '9865579987', '10254839121', '10254839122', '10254839123', '10254839124', '10254839125', '10254839126', '10254839127', '10254839128', '10254839129', '10254839130', '10254839131', '10254839132', '10255323278']",61
4,"[497.70052814690797, -1664.075871992119]",381.1886228924347,"['249791380', '267197833', '267197834', '267197844', '267197856', '267197860', '267197863', '267197867', '267197868', '267197869', '267197870', '267197874', '267197955', '267197956', '267197957', '267197960', '267197961', '267197963', '267197965', '938641806', '938641807', '943830590', '1275190681', '1275190683', '1275190691', '1275190693', '1275190716', '1275190737', '1275190739', '1275190749', '1275190773', '1275190781', '1275190808', '1275190821', '1275190826', '1275190828', '1275190830', '1275190868', '1275190917', '1275190947', '3007872794', '3175023549', '3175023550', '3745701725', '3745701726', '3745701727', '3745701730', '3745701731', '3745701732', '3745701733', '3745701735', '3745701738', '3745701740', '3745701753', '3745701756', '3745701758', '6174545385', '6174545386', '6436466215', '6436466221', '6436466223', '6436466224', '6538753126', '6680820027', '6680820028', '6680820032', '6689054563', '6689054569', '6717668054', '7312809249', '7612444346', '9713020333', '9713020334', '9713020356', '9713020359', '9860150835', '9860259219', '9860259236', '9880276175', '9880276176', '9880276177', '9880276180', '9880276185']",83
5,"[669.993236666199, -2096.2519296968167]",388.40125046275557,"['267197833', '267197834', '267197965', '308890954', '938641807', '1524384380', '1524384434', '1749427727', '1749427731', '1749433809', '1749433811', '1749433812', '1803830117', '1803830121', '1803830123', '1803830147', '1803838865', '1869899409', '1869899424', '1870091878', '2506020980', '2506020998', '3746076232', '3746076234', '3746076237', '3746076241', '3746076245', '3746138621', '3746139127', '3746139140', '3746139150', '3746139156', '3746139160', '3746139161', '3746139166', '3746139172', '6064361363', '6174545386', '6435912378', '6435912379', '6436466223', '6436466224', '6538750821', '6538753126', '6538759441', '6538759450', '6854465823', '6854465826', '7312809249', '7312809251', '7312809257', '7312809266', '7612444346', '9713020356', '9713020359', '9713020373', '9713020386', '9713020387', '9713020388', '9713020392', '9713020400', '9794249874', '9794249875', '9860083103', '9860150835', '9860259219', '9880276177', '9880276180', '9880276185', '10274973536', '10274973538', '10548781946', '10548781947', '10597908264']",74
6,"[-1811.9790220232157, -192.8536302793511]",330.61589120479465,"['267259328', '267259409', '267259412', '267259426', '267259433', '267259435', '267259438', '267259450', '5483954444', '5561975423', '5561975424', '5561975427', '9843555988', '9843555989']",14
7,"[-318.44230373517456, -601.5566436271614]",350.8063989810422,"['267196276', '5809063044', '6666317481', '6666318646', '6666328389', '6666328391', '6666328396', '7950461273', '9859979938']",9
8,"[-1610.8895953204483, -2056.8649217069615]",399.14549201532935,"['301037181', '301037183', '301037185', '433484632', '563662816', '563662817', '563662820', '943830669', '943830678', '943830836', '943831086', '943831448', '943831779', '943831841', '6657443547', '6657443548', '6657443554', '6657443558', '6657447293', '6657447335', '6657447369', '6657447375', '9852864658']",23
9,"[-996.3459241309142, 46.751749021350236]",328.0424223434899,"['249791934', '267196295', '267196297', '267196303', '267196304', '267196309', '267196343', '267253206', '267253207', '267253209', '267259282', '1368046429', '1368046436', '1763887407', '5483954464', '5483954472', '5792664481', '5792664486', '5792664494', '6531578618', '6702699429', '6720409826', '6742341827', '6742341836', '6742341851', '6742341860', '6742341897', '6742341898', '7262926243', '9790022350', '9790022352', '9794237530', '9794237531', '9858009521', '10264384042', '10264384043', '10264384044', '10264384045', '10264384047', '10264384048', '10264384049', '10264384050', '10264384051', '10264384053', '10264384054', '10264542476', '10264542479']",47
