,location,Radius,covered_nodes,Total_nodes_covered
0,"[172.81122685612127, -1035.0164873754418]",251.06851259967567,"['275675441', '275676975', '275676976', '275676977', '330654003', '330654005', '330654009', '330654010', '330654012', '330654038', '330654075', '330654081', '330654139', '330654144', '330654147', '330654149', '330654150', '330780592', '330798589', '2164168453', '2164168463', '2167078769', '2167078770', '2167078771', '2167078772', '2167078773', '2167078774', '6590511582', '7025461280']",29
1,"[866.0698574196558, 988.6436961910418]",260.20389779434964,"['268789860', '268789877', '268789879', '268789942', '268789959', '268790945', '330576592', '330576637', '330576647', '330576671', '330576678', '330576694', '330576715', '3248845375', '3263038277', '3371735058', '3371735059', '3371735060', '3371735085', '3371735086']",20
2,"[-385.8915396111971, -665.9143227443813]",229.57313059835676,"['268790019', '275676971', '330648048', '330648051', '330648058', '330653884', '330653893', '330653923', '330653928', '330653958', '330653976', '330783601', '330783605', '670703094', '670703101', '670703151', '670703205', '670703217', '670703264', '672642687', '672642688', '672642689', '2164168482']",23
3,"[-986.0705871256991, -708.1118618617636]",200.68243259619828,"['330648098', '330780901', '2018053792', '5391143596', '5391143604']",5
4,"[392.8200602575739, -401.45157584739246]",250.10868659362035,"['268789875', '268789979', '330612026', '330612027', '330653324', '330653384', '330774715', '330774716', '330779489', '330779492', '2166694720', '2166694724', '2293922421', '3405091168', '7024847607']",15
5,"[-285.4193543000744, -365.50630525989544]",241.08165702643637,"['268790010', '268790016', '268790019', '304913245', '304913248', '304914007', '304914011', '330612299', '330648003', '330648024', '330648058', '330653179', '330653184', '330653241', '330653246', '330653928', '330653958', '672642687', '672642688', '672642689']",20
6,"[9.753567498594713, -694.0361748285452]",249.08910669929043,"['268790030', '268790035', '275675438', '275675439', '275675440', '275675441', '330653166', '330653236', '330653241', '330653249', '330653262', '330653267', '330653271', '330653290', '330653296', '330653303', '330653353', '330653884', '330653967', '330653976', '330653978', '330653986', '330653996', '330653997', '330654000', '330654010', '330654012', '330780144', '330780155', '330780161', '330780167', '330780202', '330780203', '670703101', '670703151', '670703205', '670703217', '2164168482', '2166694704', '2166694709', '2166694714', '2166694715', '2166694728', '2166694752', '2167078771', '2167078774']",46
7,"[798.1182340125047, 567.6359861403585]",259.45231173979977,"['268789861', '268789880', '268789944', '268789950', '268789961', '268789963', '330576035', '330576044', '330576053', '330576059', '330576066', '330576156', '330576503', '330576530', '330576539', '330576568', '330576592', '330576637', '330576647', '330576733', '330576745', '330576757', '330576765', '330576770', '330576811', '330576821', '330576830', '330582157', '330582170', '330582189', '330582193', '330582202', '330593389', '330593397', '3248842465', '3248842469', '3248842472', '3248842476', '3371735059', '3371735060', '3371735062', '3371735063', '3371735085', '3371735086', '3371735087', '3405055667', '3405055668']",47
8,"[668.9223906630725, 247.71592163575403]",256.4937947946564,"['268789868', '268789869', '268789870', '268789881', '268789882', '268789920', '268789940', '268789950', '268789954', '268789961', '268789963', '330576035', '330576044', '330576253', '330576261', '330576280', '330576404', '330576439', '330576446', '330576488', '330576496', '330582189', '330582202', '330593397', '330593428', '330593447', '330593456', '330593460', '330593466', '330593480', '330593509', '330593514', '330593520', '330593523', '2164208476', '2164208484', '3248842465', '3248842469', '3248842473', '3248842475', '3248842476', '3248842477', '3248842479', '6773818263', '6773818264']",45
9,"[622.2607233982025, -195.87444114146692]",251.9030792088522,"['330593497', '330593501', '330593697', '330593710', '330593716', '330612026', '330653426']",7
10,"[408.9518534350969, -713.5110659618952]",241.23968598269627,"['275676979', '330653384', '330653399', '330654003', '330798589', '330798628', '330798629', '330798634', '330798635', '330798636', '2166694720', '2166694724', '2166703022', '2293922421', '4690195816', '7024847607']",16
11,"[90.01002010181114, -257.70544417977925]",249.23863211442767,"['268789875', '268789969', '268789971', '268789973', '268789976', '268789979', '268789985', '268789988', '268789990', '268789999', '268790000', '268790030', '304913244', '304913245', '330612027', '330612029', '330612032', '330612039', '330612040', '330612044', '330612046', '330612049', '330612053', '330612289', '330612298', '330648003', '330653141', '330653166', '330653290', '330653324', '330774715', '330774716', '330779489', '3371735080', '3405118745']",35
12,"[-592.5974821933542, -497.4971575574707]",233.37372169580948,"['275676971', '330648038', '330648048', '330648061', '330648065', '330648075', '330648108', '330648111', '330648114', '330648117', '330648694', '330648697', '330653958', '330798362', '330798365']",15
13,"[626.7910994215015, -1019.6311797884481]",252.55162713179593,"['275676979', '275676982', '330654083', '330654107', '330654114', '330654123', '330654130', '330780864', '330780866', '330798628', '330798629', '330798631', '330798633', '330798634', '330798635', '2158634730', '2168356812', '4690195811', '4690195816', '10038642609', '10038642610', '10038642616']",22
14,"[308.398487318478, 88.94451633765223]",251.8931052619168,"['268789870', '268789874', '268789926', '268789939', '268789940', '268789985', '268789987', '268789988', '330576261', '330576280', '330576289', '330576364', '330593476', '330593514', '330593520', '330593523', '330593548', '330593595', '330593601', '330593605', '330593612', '330593618', '330593624', '330593641', '330593646', '330593651', '330593656', '330593661', '330593666', '330593675', '330593688', '330593697', '330593701', '330593710', '330593716', '330612021', '330612039', '330612040', '330612044']",39
