,Unnamed: 0,location,Radius,covered_nodes,Total_nodes_covered
0,0,"[1238.8653951440167, 587.3675269279413]",134.90208591334974,"['5879215634', '667357383', '667357385', '667357387', '667362347', '668685375', 'cluster_5879215623_5879215625']",7
1,1,"[1124.8343886459234, 981.2027461118594]",135.25390399838113,['667357407'],1
2,2,"[130.0928931334211, 1341.9330648835517]",138.70482275794376,"['4348259319', '4348259324', '5280437314']",3
3,3,"[599.7844416680387, 1053.4538256309577]",135.17922796081245,['6583550562'],1
4,4,"[1076.1414576958841, 1662.5046341940206]",130.35655528117547,"['1990860600', '667357421', '6786321691']",3
5,5,"[671.6638501067689, 1479.9129476421454]",134.99033676695242,"['4348265105', '4348265107', '6573701505']",3
6,6,"[960.2495589695125, 1211.022823649021]",135.278302851375,"['5366445082', '5366445083', '667357367', 'cluster_668620092_7147944044_7147944046']",4
7,7,"[799.9862769488097, 616.4400081751893]",132.26647220983392,"['6568909609', '667357318']",2
8,8,"[958.1057013157277, 1697.137083063377]",121.35284944491727,"['4348265098', '6572115060', '667357421']",3
9,9,"[848.7895774786465, 1547.380410892114]",133.04918589346298,"['4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '6573701501', '6573701524', '668612331']",8
10,10,"[1176.7011200913576, 1357.7091498631405]",134.91244285487295,"['4348259327', '4348259331', '4348259333', '4348259341', '5882320075', '667357419', 'cluster_4348259335_7265460758']",7
11,11,"[1304.3251705312935, 1014.4243746299287]",135.08051430140748,"['2055461155', '6576461331', '667357392', '667357405', '667357407']",5
12,12,"[342.2598982845742, 1298.5251200465693]",138.1917881972178,"['4348259295', '5280437313', '6571330022', '6571330023']",4
13,13,"[1001.6748639297836, 577.6206183076937]",135.905943730397,"['5366445105', '5879215642', '5879215643', '667357317', '667357325', '667357368', '667357382', '668699249']",8
14,14,"[1340.2469282555192, 1259.128679491289]",134.85947067203335,"['4348259340', '667357409', '667357412', '667357415']",4
15,15,"[714.0560800076241, 1320.0429469457765]",136.26753957107204,"['5366445085', '5366445092', '5584937650']",3
16,16,"[912.562721655625, 161.35493322836984]",133.53748460097512,"['6627410440', '6627410442', '667357309', '667357310', '668660548']",5
17,17,"[813.8014035982371, 769.0036231930102]",135.23430036649378,"['6568909593', '6573854574', '667357326']",3
18,18,"[1095.2998891224252, 1517.7036416784663]",130.24239175361012,"['1990860600', '4348259325', '4348259329', '4348259331', '667357421']",5
19,19,"[1156.566224021644, 776.2111325477862]",134.7585508405027,['667362347'],1
20,20,"[960.6256705319345, 816.9446625438102]",135.12515852469343,"['3215340463', '6568909593', '6568909594', '6568909595', '6573854574']",5
21,21,"[1322.2946514574376, 798.7072592606082]",134.9828978084445,"['6576461331', '667357392', '667357401', '668685380']",4
22,22,"[766.638293930684, 1129.2899714544014]",135.87068202981408,"['5366445083', '5366445084', '6583550562', '668672700']",4
23,23,"[1134.4333623666225, 1129.3689986612296]",135.24469249741412,"['4369058864', '5882320075']",2
24,24,"[885.7221165080341, 1028.277190227107]",135.5150298168743,"['5077600694', '5366445084', '668672700', '7147944038']",4
25,25,"[518.5423585515383, 1236.8257046991698]",137.33393652547264,"['245674992', '4348259295', '668672574', '668672699']",4
26,26,"[878.2183792284253, 381.1068181429198]",138.63664636863518,"['5879215643', '6495983054', '6495983060', '667357317']",4
27,27,"[1040.0157324855868, 273.4305264518556]",133.78464662643924,"['5879215641', '5879215644', '5879215645', '5879215650', '667354765', '667357309', '667357310', '667357311']",8
28,28,"[1138.1747647804889, 447.1854886324799]",135.3826023276761,"['5879215642', '667357368', '668685375']",3
29,29,"[927.3631089012601, 1366.4402558323122]",134.71169259548094,"['4348259329', '5366445082', '5584937650', '6573701524', '667357367', '668672704']",6
30,30,"[461.4606021683361, 1421.7882253677265]",137.42319339019969,"['4348259298', '6571330021', '6571330022', '667357361', '668672699']",5
31,31,"[706.1469565172813, 867.5374887815733]",135.39097596223516,"['667357326', '667357330']",2
32,32,"[527.8066820617212, 70.11298642456167]",144.19806097699956,"['668699193', '668699234', '668699242']",3
33,33,"[711.9788006216284, 184.65469482198856]",142.05285174812983,"['6435688923', '6435688924', '668699237']",3
