,location,Radius,covered_nodes,Total_nodes_covered
0,"[663.5735226752004, 252.72878443915397]",239.9600932794188,"['667357403', '667357405', '667357407', '667357409', '667357412', '667357415', '667357416', '667357419', '4348259327', '4348259328', '4348259332', '4348259334', '4348259335', '4348259340', '4348259341', '4369058864', '5882320075', '7265460758', '9169143586']",19
1,"[-6.229071255025795, 100.75819243647567]",227.0597083703436,"['245674992', '668672574', '668672700', '4642960968', '6583550560', '6583550562']",6
2,"[165.3249528002467, -361.4271351219111]",225.0395829979202,"['667357317', '667357318', '667357325', '667357326', '668699249', '5879215643', '6568909593', '6568909594', '6568909609', '6573854574', '8666700466']",11
3,"[28.128197422050643, -837.6992273869237]",173.46715535446117,"['668699237', '668699242', '6435688923', '6435688924']",4
4,"[278.47906522952536, -142.45693787201031]",209.46911200094172,"['667357326', '667357352', '3215340463', '3215340464', '5077600694', '6568909593', '6568909594', '6568909595', '6573854574', '6785961658', '7147944038', '8666700466']",12
5,"[465.62462177845384, -336.9533728768522]",180.79208914481762,"['667357325', '667357368', '667357382', '667357385', '667357387', '5366445105', '6568909594', '8666700466']",8
6,"[232.08451925829286, -753.8797599487007]",196.2063199243146,"['667357309', '667357310', '667357311', '668660548', '668699237', '5879215645', '5879215650', '6435688924', '6495983054', '6495983060', '6627410440', '6627410442']",12
7,"[340.58231952403855, 841.7245073701927]",235.02398555647238,"['668612391', '4348265098', '6786321691', '9169143592']",4
8,"[-158.89693905811436, 46.63835089376781]",261.57675980565523,"['245674992', '668672574', '4348259294', '4348259295', '6571330023', '6583550560', '6583550562']",7
9,"[-244.86382373329252, -887.4396145516075]",181.59932339868257,"['668699188', '668699193', '668699199', '668699242']",4
10,"[407.5813499569302, 5.063476499433063]",202.87171804534975,"['667357352', '668620092', '2055461156', '3215340463', '3215340464', '4369058864', '5077600694', '6568909595', '6785961623', '6785961658', '7147944038', '7147944044', '7147944046']",13
11,"[413.3361517955503, -581.7724157607296]",193.94758462901277,"['667357309', '667357310', '667357311', '667357317', '667357368', '668699249', '5879215641', '5879215642', '5879215643', '5879215644', '5879215645', '5879215646', '5879215650', '6495983054']",14
12,"[295.19161452263467, 573.3231314994009]",264.9840295363264,"['667357367', '667357421', '668612331', '668612391', '668672704', '1990860599', '1990860600', '4348259325', '4348259329', '4348259330', '4348259331', '4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '5366445082', '5584937649', '5584937650', '6573701501', '6573701505', '6573701524']",22
13,"[346.6913455239757, 241.44147194790526]",227.69757298357843,"['667357367', '668620092', '668672704', '2055461156', '4348259327', '4348259328', '4369058864', '5366445082', '5366445083', '5584937649', '5584937650', '5882320075', '7147944038', '7147944044', '7147944046']",15
14,"[-144.34917964697485, 464.4515597205376]",263.56288164394215,"['667357348', '667357359', '667357361', '668478124', '668672699', '4348259294', '4348259295', '4348259297', '4348259298', '5366445091', '5366445092', '5366445093', '6571330021', '6571330022', '6573701505', '7265473766']",16
15,"[705.1522500187646, -114.94443542798807]",207.32207130324778,"['667357392', '667357401', '667357403', '667357405', '667357407', '668685380', '6576461331', '8675266535']",8
16,"[-558.5853820797965, 298.81916240898477]",260.3459258431686,"['2081722939', '4348259319', '4348259324', '5280437313', '5280437314', '5280438428', '6571330023', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",12
17,"[642.0137468520624, 722.371909183001]",257.0551030663021,"['1990860600', '4348259325', '4348259333', '6786321690', '6786321691', '9169143586']",6
18,"[723.311179419461, -461.6301791651873]",201.37360163492806,"['667357383', '667357387', '668660560', '668685375', '668685380', '5879215623', '5879215625', '5879215634']",8
19,"[111.19747300937433, 360.02067129255767]",211.02550432839612,"['668672704', '4348265101', '4348265107', '4642960968', '5366445082', '5366445083', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650']",12
20,"[493.36796075507624, -763.5610583001766]",190.29765299752202,"['667357309', '667357310', '667357311', '668660548', '668660552', '5879215641', '5879215644', '5879215645', '5879215646', '5879215650']",10
