,location,Radius,covered_nodes,Total_nodes_covered
0,"[934.171199074927, 562.2818423890798]",212.98909825674005,"['268789861', '268789944', '330576156', '330576503', '330576530', '330576539', '330576568', '330576733', '330576745', '330576757', '330576765', '330576770', '330576811', '330576821', '330576830', '330582157', '330582170', '330582189', '330582193', '330593389', '330593397', '3371735063', '3371735087', '3405055667', '3405055668']",25
1,"[933.8422961794415, 1022.5003692275208]",219.02965999601977,"['268789836', '268789877', '268789942', '268789959', '268790945', '330576694', '330576715', '3248845375', '3263038277', '3371735058']",10
2,"[448.52597487808436, 83.82612026395141]",204.59280725099484,"['268789869', '268789870', '268789926', '268789939', '268789940', '330576261', '330576280', '330576289', '330576488', '330576496', '330593476', '330593480', '330593514', '330593520', '330593523', '330593548', '330593624', '330593646', '330593651', '330593656', '330593661', '330593666', '330593675', '330593688', '330593697', '330593701', '330593710', '330612021']",28
3,"[176.92597262715782, -502.5342661486786]",188.96494804263733,"['268789969', '268789971', '268789973', '268789976', '268789979', '268790030', '268790035', '330653262', '330653271', '330653290', '330653296', '330653303', '330653324', '330653353', '330774715', '330780167', '330780203', '2166694724', '2166694728', '2166694752', '7024847607']",21
4,"[121.0322973887672, -997.512498603397]",190.91219483875528,"['275675441', '275676975', '275676976', '275676977', '330654005', '330654009', '330654010', '330654012', '330654038', '330654075', '330654144', '2164168453', '2164168463', '2167078769', '2167078770', '2167078771', '2167078772', '2167078773', '2167078774', '6590511582', '7025461280']",21
5,"[664.7407691308152, -960.6091927181329]",194.81963580136025,"['275676979', '275676982', '330654107', '330654114', '330654123', '330654130', '330780864', '330780866', '330798629', '330798631', '330798633', '330798634', '2158634730', '2168356812', '4690195811', '10038642609', '10038642610', '10038642616']",18
6,"[-899.6428223600145, -733.5031566410205]",178.16926244160794,"['330648098', '330780901', '2018053792', '5391143596', '5391143604']",5
7,"[-575.0858936993351, -607.7657716148655]",180.1035390779224,"['275676971', '330648038', '330648048', '330648051', '330648694', '330648697', '330783601']",7
8,"[40.554107449533035, -691.4639386427115]",186.30186698103833,"['268790035', '275675438', '275675439', '275675440', '275675441', '330653262', '330653267', '330653303', '330653353', '330653997', '330654000', '330780144', '330780155', '330780161', '330780167', '330780202', '330780203', '2166694704', '2166694709', '2166694714', '2166694715', '2166694728']",22
9,"[-263.3217346145268, -427.220218876649]",181.02194160065608,"['268790010', '268790016', '268790019', '304913245', '304914007', '330612299', '330648003', '330648024', '330648058', '330653179', '330653184', '330653928', '330653958', '672642687', '672642688', '672642689', '2164168482']",17
10,"[780.2288508378043, 189.29954787018605]",209.87584793313997,"['268789868', '268789869', '268789920', '268789950', '268789954', '330582189', '330582202', '330593428', '330593447', '330593456', '330593460', '330593466', '330593509', '2164208476', '2164208484', '3248842465', '3248842469', '3248842472', '3248842473', '3248842475', '3248842476', '3248842477', '3248842479']",23
11,"[593.9382607586634, 349.01054993390636]",210.0693482573452,"['268789868', '268789881', '268789882', '268789920', '268789940', '268789950', '268789961', '268789963', '330576035', '330576044', '330576059', '330576066', '330576253', '330576261', '330576280', '330576404', '330576439', '330576446', '330576488', '330576496', '330593447', '330593456', '330593460', '330593466', '330593520', '6773818263', '6773818264']",27
