,location,Radius,covered_nodes,Total_nodes_covered
0,"[542.7475921085835, 59.4804802435911]",125.73100992936945,"['354735610', '689487293', '689515525', '3994962569', '4886811670', '4886811680', '4891201082', '4891201083', '4891201084', '4891201085', '4891201093', '4891201112', '5993666172', '7322893435']",14
1,"[-634.8483849978288, 696.552852730866]",189.79911426935703,"['314070304', '1758054026', '2048603388', '2048603397', '2393501800', '2393501811', '3317804537', '3317804541', '3317804545', '3695987107', '3695987108', '3695987109', '3695987110', '3695987111', '3695987117', '3695987727', '3695987729', '3695987731', '3695987732', '3695987733', '4913255765', '4913255779', '4913255784', '4913255786', '4913255806', '4913255807', '5209076490', '6575641447', '6575641449', '6880867878', '6880898089', '7183318053', '7183318060', '7204627936', '7204627937', '7256905117', '7256905125', '7256905127', '7295363007', '7295363008', '7295363009', '7295363010', '7295363011']",43
2,"[9.45157357066255, 262.28423160678574]",164.4390711575272,"['65562618', '65629821', '65644363', '65682573', '314070856', '522173590', '2572526618', '2572526625', '3752867387', '6407657036', '6412799444', '6412799445', '6412799450', '6412799451']",14
3,"[-505.7851553450003, -19.745584191627113]",141.99980090382644,"['65461960', '65682860', '275516062', '340331999', '1707961571', '1707961572', '1707961574', '1707961578', '1758054039', '1758054040', '2054042522', '2572526543', '2572526548', '2572526552', '5555953354', '5555953355', '5555953356', '7895480706', '7895480707']",19
5,"[-162.9138826250812, -928.0010208013578]",138.60295491493125,"['65480714', '65566209', '287476095', '287476573', '1257080880', '1768361418', '1768361420', '1768361427', '1768361429', '1782352092', '1782352094', '1782352102', '1782352105', '5060846131', '6294392310', '6294462811', '6294462813', '6331490369', '6331490370']",19
6,"[866.9559912982426, -120.60539647895035]",145.7122732554414,"['689489308', '1330035325', '1330035353', '1758004047', '1758004048', '2572535796', '2572535798', '2572535799', '2572535802', '2572535804', '2572535806', '6350370382', '8910620621', '8910620627', '8910620634']",15
7,"[368.0499061653342, -109.72162964576009]",132.18244194293007,"['65427080', '65473421', '275515667', '1256091855', '1256091856', '2572379135', '2572379138']",7
8,"[15.802840853483183, -807.1289353082065]",127.24271073679971,"['256566598', '256566603', '1768361413', '1768361415', '1768361416', '1768361417', '1768361418', '1768361419', '1768361420', '1768361421', '1768361423', '1768361425', '1768361426', '1768361427', '1768361428', '1768361429', '1768361431', '1782352092', '1782352093', '1782352094', '1782352096', '1782352099', '1782352104', '4742742442', '5060846154', '5941921912', '5941921916', '6331490369', '7058931002', '7058931007', '8910620815']",31
9,"[102.4444541145914, -586.1042943180915]",126.79816345692355,"['256566556', '256566762', '256566854', '256568153', '281870455', '340333379', '340333385', '340333457', '344843953', '354797987', '4742742335', '4742742337', '4742742339', '4742742342', '4742742348', '4742742354', '4742742402', '4742742412', '4742742414', '4742742417', '4742742420', '4742742422', '4742742423', '5060845989', '5060845990', '5555811987', '6331490363', '6461239755', '6558675828', '6558675829', '6558675830']",31
10,"[-203.02912183736126, -703.9895802653357]",132.8282019925955,"['65480714', '65658657', '288005601', '288005655', '314066692', '956657986', '1768361416', '4913257332', '4913257333', '4913257335', '4913257336', '4913257337', '4913257338', '5060846130', '5060846131', '5060846132', '5060846133', '5060846134', '6294627081']",19
11,"[-579.3177676692645, -273.00878407676885]",157.85720992159327,"['65565068', '462443355', '522263516', '522263721', '2054042522', '2217384936', '2411555343', '2572379209', '2572379211', '2572379212', '2572379215', '2572526533', '2572526535', '3124723316', '3124723319', '3124723320', '3124723321', '4675013242', '5206902980', '5555953371', '5676638013', '6319568651', '6319568653', '7848527013']",24
12,"[692.219973811042, -243.37096520241812]",150.7523601734367,"['354802071', '1330035197', '1330035211', '1758004045', '1758004047', '1758004048', '1758004054', '6608996257', '8910620627', '8910620634']",10
13,"[-327.49449488092915, 777.5203480727315]",220.94569212523984,"['314070304', '314070873', '847439433', '1111928975', '1111929038', '1111929066', '1111929069', '1111929081', '1111929162', '1111929178', '1111929182', '1758054044', '1758054068', '2393501800', '2393501810', '2393501814', '2572526655', '4178848063', '4178848064', '4913255757', '4913255762', '4913255765', '4913255766', '4913255770', '4913255790', '4913255791', '4913255792', '4913255793', '4913255796', '4913255798', '4913255799', '4913255800', '4913255801', '4913255802', '4913255803', '4913255806', '4913255807', '4913255808', '4913255809', '4913255810', '6443368814', '6443368816', '6443368819', '6443368821', '6443368824', '6443368828', '6443368830', '6575641447', '6575641449', '6575641456', '7183318060', '7204627936', '7204627937', '7295363010', '7295363011', '7295369836']",56
14,"[990.7101801049405, 290.4787544909685]",106.80176622725479,"['65543380', '287481892', '847469490', '847469519', '2572535780', '7129243113']",6
15,"[-345.20305043281996, -1153.6385421267075]",162.69073867101594,"['65556600', '93412379', '93412380', '287476735', '287476746', '287476747', '287476762', '288214364', '522187230', '522187243', '522188960', '522188983', '522188986', '1257080792', '5215656010', '5215656012']",16
16,"[660.5951319724846, 403.32670252418905]",135.37112192380073,"['65484362', '2572535787', '3997329598', '4886811315', '4912961824', '4912961826', '6477378136']",7
17,"[515.5833130435303, -323.5492765924263]",104.31318456775227,"['612018100', '5774153155', '5774153157', '5852624909', '5852624910', '6608996257', '6608996259']",7
18,"[198.2316984468529, -75.09989217054839]",135.38747998383892,"['65427080', '275515667', '275515717', '4295505299']",4
19,"[942.1251431553476, -370.25602272603567]",187.42509761507137,"['65556645', '65643858', '689489308', '689521173', '847411271', '1330035325', '1330035353', '1757902279', '2572535797', '2572535799', '2572535801', '2572535802', '2572535803', '2572535804', '2572535805', '2572535807', '4912961653', '4912961655', '4912961656', '4912961657', '4912961658', '5771900430', '5852624893', '5852624896', '5852624898', '5852624901', '5852624903', '5852624908', '5852676327', '5852676328', '5852676329', '6169889325', '6169889327', '6169889331', '6316668225', '6439110248', '6917873746', '6917873748', '6917873753', '8221843047', '8221843048', '8221843062', '8221843065', '8221843068', '8221843072', '8910620857', '8910620858', '8910620861', '9383029288', '9384053251', '9384053252', '9384053253', '9384053269', '9384053270', '9384053286', '9384053307', '9384053310', '10089365231', '10089365233', '10089365236', '10089365237', '10182457693']",62
20,"[413.39994438578094, -819.8318414086099]",144.82329958203542,"['65511047', '65539580', '65556607', '256558438', '256566999', '340333103', '956660456', '2392411733', '2392411736', '2392411739', '4742673730', '4742673732', '4742673737', '6917973013', '6917973014']",15
21,"[-625.706799356753, 41.61849375812488]",154.49221114283876,"['65559198', '65559205', '65598495', '689475473', '1707961571', '1707961572', '1707961574', '1707961578', '1758054040', '2572526539', '2572526541', '2572526543', '2572526548', '2572526550', '2572526552', '2572526554', '2574077098', '2986710323', '5714340749']",19
22,"[55.89476387196924, -37.944082608200404]",145.65013865110103,"['354785189', '847423929', '6574133573', '6574133574', '8931150858']",5
23,"[796.1617322398794, -559.4154576367064]",173.1803954834601,"['65392047', '65662175', '65675373', '65675375', '2571160864', '2571160870', '2571160873', '2572379123', '2572379124', '2572379130', '2572379131', '2674894509', '3088430466', '3088430470', '3088430476', '4192548279', '4192548281', '4192548285', '6169889331', '7324331499', '10089365233', '10089365237', '10182457693']",23
24,"[373.9115556832443, 1156.6625741036817]",149.5996693601814,"['65384635', '65384636', '65476295', '65476297', '65562625', '305587317', '522258539', '621397382', '621397383', '689494384', '689494429', '689494888', '689494891', '689495069', '1113685149', '1429242823', '1429242827', '3316594151', '3316594156', '3316594158', '3316594160', '3316594462']",22
25,"[448.01035371058197, -671.6213056798431]",134.90948493938703,"['65539585', '256558437', '256558438', '256558465', '256558468', '256566999', '256568832', '340332218', '340332219', '340332226', '340332231', '340332240', '340333268', '354801007', '5555812015', '6212884661', '6332176273', '6917973013', '6917973014']",19
26,"[186.40535351549914, 365.43249136840876]",152.82637660011292,"['65562618', '65562620', '65562622', '65682573', '288023791', '518816371', '518816373', '518816383', '518816912', '518816913', '522173590', '522173601', '689485461', '2572526625', '3752869382', '6306972823', '6306972824', '9913605124']",18
