,location,Radius,covered_nodes,Total_nodes_covered
0,"[930.0024191545335, 865.462627182217]",1453.0156892778546,"['1515242053', '2164168433', '2164168455', '2166694724', '2166694752', '2166703022', '2167078769', '2167078770', '2167078771', '2167078772', '268789875', '268789882', '268789950', '268789954', '268789961', '268789969', '268789971', '268789973', '268789976', '268789999', '268790000', '268790010', '275675441', '275676975', '275676979', '275676982', '3098974997', '330612289', '330648048', '330653353', '330653384', '330654038', '330654081', '330654083', '330654123', '330654139', '330780901', '3371735080']",38
1,"[1052.8675090546722, 251.597751760202]",1453.0156892778546,"['1515242053', '2164168433', '2164168455', '2166694724', '2166694752', '2166703022', '2167078769', '2167078770', '2167078771', '2167078772', '268789875', '268789954', '268789969', '268789971', '268789973', '268789976', '268789999', '268790000', '268790010', '275675441', '275676975', '275676979', '275676982', '3098974997', '330612289', '330648048', '330653353', '330653384', '330654038', '330654081', '330654083', '330654123', '330654139', '330780901', '3371735080']",35
2,"[1567.5946606750326, 1166.2924992166465]",1453.0156892778546,"['1515242053', '2164168433', '2164168455', '2166694724', '2166694752', '2166703022', '2167078769', '2167078770', '2167078771', '2167078772', '268789836', '268789875', '268789877', '268789882', '268789942', '268789950', '268789954', '268789959', '268789961', '268789969', '268789971', '268789973', '268789976', '268789999', '268790000', '268790010', '275675441', '275676975', '275676979', '275676982', '3098974997', '3248845375', '330612289', '330648048', '330653353', '330653384', '330654038', '330654081', '330654083', '330654123', '330654139', '3371735080']",42
